rank	concept	char	languages	english
78555	00541614-s	𧧐	2	
78556	00541935-a	𧧑	2	
78557	00542099-a	𧧒	2	
78558	00542282-a	𧧓	2	
78559	00542359-s	𧧔	2	
78560	00542533-v	𧧕	2	
78561	00542660-a	𧧖	2	
78562	00542841-n	𧧗	2	
78563	00543287-v	𧧙	2	
78564	00545015-a	𧧚	2	
78565	00545484-a	𧧛	2	
78566	00545746-s	𧧜	2	
78567	00546729-v	𧧞	2	
78568	00546861-n	𧧟	2	
78569	00546873-v	𧧠	2	
78570	00546972-n	𧧡	2	
78571	00547221-v	𧧢	2	smoothen
78572	00547317-s	𧧧	2	
78573	00547706-v	𧧩	2	
78574	00548068-n	𧧪	2	
78575	00548173-n	𧧫	2	
78576	00548579-a	𧧰	2	
78577	00549396-v	𧧱	2	
78578	00549675-a	𧧲	2	
78579	00550574-s	𧧳	2	
78580	00550777-a	𧧴	2	
78581	00551267-a	𧧵	2	
78582	00551412-v	𧧶	2	
78583	00551714-n	𧧷	2	
78584	00551718-v	𧧸	2	dynamize
78585	00551840-v	𧧹	2	dynamize
78586	00551950-a	𧧺	2	
78587	00552089-s	𧧻	2	
78588	00552138-v	𧧼	2	
78589	00552619-v	𧧾	2	
78590	00552841-a	𧧿	2	
78591	00553053-v	𧨀	2	
78592	00553594-a	𧨁	2	
78593	00554098-a	𧨂	2	
78594	00554098-s	𧨃	2	
78595	00555117-a	𧨄	2	
78596	00555709-a	𧨅	2	counterfactual
78597	00556611-a	𧨆	2	
78598	00557022-v	𧨇	2	
78599	00557184-n	𧨈	2	
78600	00557478-a	𧨉	2	
78601	00559031-a	𧨋	2	
78602	00559329-n	𧨏	2	
78603	00559555-n	𧨗	2	
78604	00560293-n	𧨘	2	
78605	00561036-a	𧨙	2	
78606	00561078-n	𧨚	2	
78607	00561714-v	𧨛	2	
78608	00561887-v	𧨝	2	
78609	00562643-n	𧨞	2	
78610	00562720-v	𧨟	2	
78611	00562909-s	𧨠	2	
78612	00562935-n	𧨡	2	
78613	00563288-s	𧨣	2	
78614	00564262-a	𧨥	2	
78615	00565081-v	𧨦	2	
78616	00565115-a	𧨧	2	
78617	00565279-v	𧨩	2	
78618	00565289-a	𧨪	2	
78619	00566040-n	𧨫	2	
78620	00566181-v	𧨬	2	
78621	00566342-s	𧨭	2	
78622	00566733-a	𧨮	2	
78623	00566835-a	𧨯	2	
78624	00566835-s	𧨰	2	
78625	00566961-s	𧨱	2	
78626	00567161-s	𧨲	2	
78627	00567280-n	𧨳	2	
78628	00567860-s	𧨴	2	
78629	00567971-v	𧨵	2	sexualize
78630	00568234-v	𧨶	2	
78631	00568483-v	𧨷	2	
78632	00569304-a	𧨸	2	
78633	00569468-a	𧨹	2	subjugable
78634	00569608-n	𧨺	2	
78635	00570322-s	𧨼	2	
78636	00570512-a	𧨽	2	
78637	00570694-v	𧨿	2	
78638	00571390-v	𧩀	2	
78639	00572043-n	𧩂	2	fade
78640	00572714-a	𧩃	2	
78641	00573457-v	𧩄	2	
78642	00573671-v	𧩅	2	
78643	00573932-v	𧩆	2	
78644	00574514-v	𧩇	2	
78645	00574884-s	𧩊	2	
78646	00574925-n	𧩐	2	
78647	00574996-v	𧩑	2	
78648	00575083-n	𧩒	2	
78649	00575169-v	𧩔	2	
78650	00575214-n	𧩕	2	
78651	00576189-a	𧩖	2	
78652	00576979-v	𧩘	2	
78653	00577931-n	𧩚	2	
78654	00578116-v	𧩛	2	
78655	00578523-a	𧩜	2	
78656	00578662-a	𧩝	2	
78657	00578993-v	𧩞	2	
78658	00579498-s	𧩟	2	
78659	00579622-s	𧩠	2	
78660	00580684-a	𧩡	2	
78661	00580684-s	𧩢	2	
78662	00580865-v	𧩣	2	
78663	00581038-v	𧩤	2	
78664	00581621-n	𧩥	2	
78665	00581671-v	𧩦	2	
78666	00581991-n	𧩧	2	
78667	00582636-a	𧩨	2	
78668	00583842-s	𧩩	2	
78669	00583991-v	𧩪	2	
78670	00584160-n	𧩫	2	
78671	00585174-n	𧩬	2	
78672	00585202-s	𧩭	2	
78673	00585398-a	𧩮	2	
78674	00585856-a	𧩯	2	
78675	00585964-n	𧩰	2	
78676	00586682-v	𧩱	2	downsize
78677	00586883-a	𧩲	2	
78678	00587376-s	𧩳	2	
78679	00588703-v	𧩴	2	
78680	00589217-n	𧩵	2	
78681	00590163-s	𧩶	2	
78682	00590271-s	𧩷	2	
78683	00590383-n	𧩸	2	
78684	00590518-n	𧩺	2	
78685	00590669-s	𧩻	2	
78686	00590923-a	𧩼	2	
78687	00591236-n	𧩽	2	
78688	00591298-a	𧩾	2	
78689	00591817-a	𧩿	2	
78690	00592446-n	𧪀	2	
78691	00592795-n	𧪁	2	
78692	00592880-s	𧪂	2	
78693	00593200-v	𧪃	2	
78694	00595299-s	𧪅	2	
78695	00595785-n	𧪆	2	
78696	00596358-a	𧪇	2	
78697	00597061-v	𧪓	2	
78698	00597148-s	𧪔	2	
78699	00598278-v	𧪕	2	
78700	00598413-a	𧪖	2	
78701	00599005-s	𧪗	2	
78702	00599613-v	𧪘	2	
78703	00599917-n	𧪙	2	
78704	00600903-v	𧪚	2	
78705	00601032-a	𧪛	2	
78706	00601581-v	𧪜	2	
78707	00602117-s	𧪝	2	
78708	00602510-v	𧪞	2	
78709	00602563-s	𧪟	2	
78710	00603866-n	𧪠	2	
78711	00604424-n	𧪡	2	
78712	00604978-s	𧪢	2	
78713	00605349-n	𧪣	2	
78714	00605430-n	𧪤	2	
78715	00606471-v	𧪦	2	
78716	00607458-n	𧪧	2	
78717	00607656-a	𧪨	2	
78718	00608791-s	𧪩	2	
78719	00610249-a	𧪪	2	
78720	00610373-n	𧪫	2	
78721	00611281-s	𧪬	2	
78722	00611938-a	𧪭	2	
78723	00613685-n	𧪮	2	
78724	00613819-n	𧪯	2	
78725	00615191-s	𧪰	2	
78726	00616083-n	𧪱	2	
78727	00616279-n	𧪲	2	
78728	00616408-a	𧪳	2	
78729	00616532-s	𧪴	2	
78730	00616641-n	𧪵	2	
78731	00616807-n	𧪶	2	
78732	00617033-a	𧪷	2	
78733	00617583-a	𧪹	2	
78734	00617605-v	𧪺	2	
78735	00619119-a	𧪿	2	
78736	00619419-n	𧫊	2	
78737	00619503-v	𧫋	2	
78738	00620208-a	𧫏	2	
78739	00620585-a	𧫐	2	
78740	00621100-a	𧫑	2	
78741	00622204-v	𧫒	2	
78742	00622581-a	𧫓	2	
78743	00622828-a	𧫔	2	
78744	00623052-n	𧫕	2	
78745	00623370-n	𧫖	2	
78746	00624576-s	𧫗	2	
78747	00625055-s	𧫘	2	
78748	00625963-v	𧫙	2	impanel
78749	00626483-a	𧫚	2	
78750	00627004-s	𧫛	2	
78751	00627849-a	𧫜	2	
78752	00627849-n	𧫝	2	
78753	00627970-v	𧫞	2	
78754	00629176-n	𧫟	2	
78755	00629889-v	𧫠	2	
78756	00631398-v	𧫡	2	theologize
78757	00631798-s	𧫢	2	
78758	00633094-v	𧫣	2	
78759	00633265-v	𧫤	2	
78760	00633581-s	𧫥	2	
78761	00633613-n	𧫦	2	
78762	00635244-s	𧫧	2	
78763	00635607-a	𧫨	2	
78764	00637455-a	𧫩	2	
78765	00637677-n	𧫪	2	
78766	00639007-n	𧫫	2	
78767	00639148-v	𧫬	2	prorate
78768	00639594-a	𧫭	2	
78769	00640385-v	𧫮	2	
78770	00640660-s	𧫯	2	
78771	00640721-n	𧫰	2	
78772	00641109-n	𧫲	2	
78773	00641138-v	𧫷	2	
78774	00641813-a	𧫸	2	
78775	00642263-a	𧫹	2	
78776	00642934-a	𧫽	2	
78777	00643208-n	𧫾	2	
78778	00644156-n	𧫿	2	
78779	00645162-n	𧬀	2	
78780	00645281-a	𧬁	2	
78781	00645415-v	𧬂	2	
78782	00645843-n	𧬃	2	
78783	00645856-a	𧬄	2	
78784	00646117-s	𧬅	2	
78785	00646276-a	𧬇	2	
78786	00646680-n	𧬈	2	
78787	00647508-v	𧬉	2	
78788	00647770-v	𧬊	2	
78789	00647867-a	𧬌	2	
78790	00648071-v	𧬍	2	
78791	00648089-a	𧬎	2	
78792	00648542-n	𧬏	2	
78793	00649892-a	𧬐	2	
78794	00649892-s	𧬑	2	
78795	00650351-a	𧬒	2	uncritical
78796	00650900-s	𧬓	2	
78797	00651039-s	𧬕	2	
78798	00651697-a	𧬖	2	
78799	00652351-a	𧬗	2	
78800	00652692-a	𧬜	2	
78801	00652893-a	𧬝	2	crosstown
78802	00653449-v	𧬞	2	
78803	00653617-s	𧬟	2	
78804	00653740-a	𧬠	2	walleyed
78805	00654446-v	𧬡	2	
78806	00654765-n	𧬢	2	
78807	00655727-n	𧬣	2	
78808	00655792-v	𧬤	2	
78809	00655987-v	𧬦	2	
78810	00656132-s	𧬧	2	
78811	00656507-s	𧬨	2	
78812	00656825-v	𧬩	2	
78813	00656916-v	𧬪	2	
78814	00657473-a	𧬫	2	blocky
78815	00657804-s	𧬬	2	
78816	00658166-a	𧬭	2	
78817	00658913-v	𧬮	2	
78818	00659259-s	𧬯	2	
78819	00659530-a	𧬰	2	
78820	00660571-v	𧬱	2	
78821	00660809-s	𧬲	2	
78822	00661584-v	𧬳	2	
78823	00661640-s	𧬴	2	
78824	00661847-n	𧬵	2	
78825	00663682-v	𧬶	2	
78826	00663894-v	𧬿	2	
78827	00665221-n	𧭀	2	
78828	00666610-s	𧭁	2	
78829	00666784-a	𧭂	2	
78830	00666960-s	𧭃	2	
78831	00667079-s	𧭄	2	
78832	00667096-n	𧭅	2	
78833	00667246-n	𧭆	2	
78834	00667353-s	𧭇	2	
78835	00668053-s	𧭉	2	
78836	00668208-s	𧭊	2	
78837	00668829-n	𧭋	2	
78838	00669099-v	𧭌	2	
78839	00669853-s	𧭍	2	
78840	00669932-n	𧭎	2	
78841	00670179-v	𧭏	2	
78842	00670530-a	𧭐	2	
78843	00670703-n	𧭑	2	
78844	00671091-a	𧭒	2	
78845	00672382-s	𧭓	2	
78846	00672513-a	𧭔	2	custom-built
78847	00672932-a	𧭕	2	off-the-peg
78848	00673172-a	𧭖	2	
78849	00673347-n	𧭘	2	
78850	00674196-a	𧭚	2	
78851	00674237-v	𧭛	2	
78852	00674732-s	𧭜	2	
78853	00675219-n	𧭝	2	
78854	00676714-v	𧭞	2	
78855	00677038-n	𧭟	2	
78856	00677170-a	𧭠	2	homocyclic
78857	00677203-v	𧭡	2	
78858	00679112-v	𧭢	2	
78859	00680692-v	𧭣	2	
78860	00680803-n	𧭤	2	
78861	00681409-a	𧭦	2	
78862	00682521-s	𧭧	2	
78863	00683127-v	𧭨	2	
78864	00683531-s	𧭩	2	
78865	00684507-v	𧭪	2	
78866	00684837-n	𧭫	2	
78867	00685113-s	𧭬	2	
78868	00685349-n	𧭭	2	
78869	00685365-a	𧭳	2	
78870	00685483-a	𧭴	2	
78871	00686249-v	𧭵	2	
78872	00686356-a	𧭷	2	
78873	00687135-n	𧭸	2	
78874	00687614-a	𧭹	2	
78875	00687614-s	𧭺	2	
78876	00687750-a	𧭻	2	
78877	00688074-a	𧭼	2	
78878	00689068-v	𧭽	2	
78879	00689729-n	𧭾	2	
78880	00689995-n	𧭿	2	
78881	00691648-n	𧮀	2	
78882	00692255-s	𧮂	2	
78883	00692718-v	𧮃	2	
78884	00692726-n	𧮄	2	
78885	00692991-n	𧮆	2	
78886	00693172-v	𧮇	2	
78887	00694483-a	𧮈	2	
78888	00694773-a	𧮉	2	
78889	00696650-n	𧮊	2	
78890	00696996-s	𧮍	2	
78891	00697024-n	𧮎	2	
78892	00697691-s	𧮏	2	
78893	00698348-n	𧮐	2	
78894	00698506-a	𧮑	2	
78895	00698586-s	𧮒	2	
78896	00699521-s	𧮓	2	
78897	00701325-n	𧮔	2	
78898	00701894-a	𧮗	2	
78899	00702418-n	𧮘	2	
78900	00702601-v	𧮙	2	
78901	00704159-n	𧮚	2	
78902	00704360-s	𧮛	2	
78903	00706455-a	𧮝	2	
78904	00707087-a	𧮞	2	
78905	00707206-a	𧮟	2	
78906	00708376-v	𧮠	2	
78907	00708738-s	𧮡	2	
78908	00709215-s	𧮢	2	
78909	00709446-a	𧮣	2	
78910	00709446-s	𧮤	2	
78911	00710015-n	𧮥	2	
78912	00710097-s	𧮦	2	
78913	00710415-v	𧮨	2	
78914	00710585-a	𧮩	2	
78915	00711308-s	𧮪	2	
78916	00711727-n	𧮫	2	
78917	00711897-n	𧮬	2	
78918	00712389-v	𧮭	2	
78919	00712877-s	𧮮	2	
78920	00713250-n	𧮯	2	
78921	00713351-a	𧮰	2	
78922	00713784-n	𧮱	2	
78923	00713853-s	𧮲	2	
78924	00714357-n	𧮳	2	
78925	00714763-s	𧮴	2	
78926	00716055-n	𧮵	2	
78927	00717208-v	𧮶	2	
78928	00718137-a	𧮷	2	
78929	00719148-n	𧮸	2	
78930	00719328-s	𧮺	2	
78931	00719442-s	𧮻	2	
78932	00720617-v	𧮼	2	
78933	00721755-v	𧮽	2	
78934	00722707-a	𧮾	2	
78935	00723547-n	𧮿	2	
78936	00723851-v	𧯀	2	
78937	00723984-n	𧯁	2	
78938	00724397-s	𧯂	2	
78939	00724596-a	𧯃	2	
78940	00725673-n	𧯆	2	
78941	00726009-v	𧯇	2	
78942	00726100-n	𧯈	2	lineman
78943	00726317-s	𧯉	2	
78944	00726867-n	𧯊	2	
78945	00727113-s	𧯋	2	
78946	00727143-v	𧯌	2	
78947	00728431-s	𧯍	2	
78948	00728849-n	𧯎	2	
78949	00728993-a	𧯏	2	
78950	00729439-s	𧯐	2	
78951	00729647-a	𧯑	2	
78952	00730082-a	𧯒	2	
78953	00731292-a	𧯓	2	
78954	00731955-s	𧯔	2	
78955	00732837-v	𧯕	2	
78956	00733297-s	𧯖	2	
78957	00733743-s	𧯗	2	
78958	00734303-n	𧯘	2	
78959	00734906-a	𧯙	2	
78960	00735088-a	𧯚	2	
78961	00735195-a	𧯛	2	
78962	00735336-a	𧯜	2	
78963	00736020-a	𧯝	2	
78964	00736799-v	𧯞	2	
78965	00736894-n	𧯠	2	
78966	00736989-n	𧯡	2	
78967	00737515-a	𧯢	2	
78968	00737801-a	𧯤	2	
78969	00737973-a	𧯥	2	
78970	00738284-a	𧯦	2	
78971	00738314-v	𧯧	2	
78972	00738583-v	𧯨	2	
78973	00738593-a	𧯩	2	
78974	00739789-a	𧯪	2	
78975	00740217-s	𧯫	2	
78976	00740609-n	𧯭	2	
78977	00742130-n	𧯮	2	
78978	00742149-v	𧯰	2	
78979	00743183-s	𧯱	2	
78980	00743223-v	𧯲	2	
78981	00743348-n	𧯳	2	
78982	00744070-v	𧯷	2	
78983	00744572-v	𧯸	2	
78984	00745078-v	𧯹	2	
78985	00746047-s	𧯺	2	
78986	00746242-v	𧯻	2	
78987	00746451-s	𧯼	2	
78988	00747226-a	𧯽	2	
78989	00747910-a	𧯾	2	
78990	00747932-v	𧯿	2	
78991	00748359-s	𧰀	2	
78992	00748674-a	𧰃	2	
78993	00749991-n	𧰄	2	
78994	00750054-s	𧰅	2	
78995	00750296-s	𧰆	2	
78996	00750602-s	𧰇	2	
78997	00750842-v	𧰈	2	
78998	00751099-s	𧰉	2	
78999	00751353-a	𧰊	2	
79000	00751389-v	𧰋	2	
79001	00752298-n	𧰌	2	
79002	00753093-a	𧰍	2	
79003	00753504-a	𧰎	2	
79004	00753922-a	𧰐	2	
79005	00753973-n	𧰑	2	
79006	00754118-n	𧰓	2	
79007	00755331-v	𧰕	2	
79008	00757120-a	𧰘	2	
79009	00758800-s	𧰙	2	
79010	00758887-v	𧰠	2	
79011	00759087-v	𧰡	2	
79012	00760149-a	𧰣	2	
79013	00763136-v	𧰥	2	
79014	00763272-s	𧰧	2	
79015	00763630-n	𧰨	2	
79016	00764258-n	𧰩	2	
79017	00764484-s	𧰪	2	
79018	00766102-s	𧰫	2	
79019	00767019-v	𧰬	2	
79020	00767122-v	𧰭	2	
79021	00768063-n	𧰮	2	
79022	00768397-s	𧰯	2	
79023	00768630-v	𧰰	2	
79024	00769489-a	𧰱	2	
79025	00769761-a	𧰲	2	
79026	00769926-a	𧰴	2	
79027	00770993-s	𧰵	2	
79028	00771604-n	𧰶	2	
79029	00771803-a	𧰷	2	
79030	00772137-a	𧰸	2	
79031	00772360-a	𧰹	2	
79032	00772776-a	𧰻	2	
79033	00773579-a	𧰼	2	
79034	00773786-v	𧰽	2	
79035	00774006-a	𧰿	2	
79036	00774323-a	𧱀	2	
79037	00774817-v	𧱁	2	
79038	00776165-n	𧱂	2	
79039	00776846-v	𧱃	2	
79040	00777439-n	𧱄	2	
79041	00777587-n	𧱅	2	
79042	00778405-n	𧱆	2	
79043	00779809-n	𧱇	2	
79044	00780352-s	𧱈	2	
79045	00780575-a	𧱉	2	
79046	00780615-n	𧱊	2	
79047	00780712-a	𧱎	2	
79048	00781061-a	𧱏	2	
79049	00781903-v	𧱐	2	
79050	00782216-s	𧱑	2	
79051	00782957-a	𧱒	2	
79052	00783675-a	𧱓	2	
79053	00783689-v	𧱔	2	
79054	00783762-n	𧱕	2	
79055	00783840-s	𧱖	2	
79056	00783859-v	𧱗	2	
79057	00784411-a	𧱘	2	
79058	00785298-a	𧱙	2	
79059	00785406-a	𧱚	2	
79060	00785555-a	𧱛	2	
79061	00785818-n	𧱜	2	
79062	00786031-a	𧱝	2	
79063	00786291-a	𧱞	2	
79064	00786624-a	𧱟	2	
79065	00786790-a	𧱠	2	
79066	00787049-v	𧱡	2	cross examine
79067	00787727-n	𧱢	2	
79068	00787876-v	𧱣	2	
79069	00788032-a	𧱤	2	
79070	00788268-a	𧱨	2	
79071	00788971-v	𧱩	2	
79072	00789494-s	𧱪	2	
79073	00789735-n	𧱫	2	
79074	00790135-v	𧱭	2	
79075	00790205-n	𧱮	2	
79076	00790540-a	𧱯	2	
79077	00791631-a	𧱰	2	
79078	00792011-v	𧱱	2	
79079	00792075-a	𧱲	2	
79080	00792075-s	𧱳	2	
79081	00792202-s	𧱴	2	
79082	00792641-s	𧱵	2	
79083	00793529-n	𧱶	2	
79084	00793592-a	𧱹	2	
79085	00793592-s	𧱻	2	
79086	00794123-n	𧱼	2	
79087	00794533-v	𧱾	2	
79088	00794880-v	𧲀	2	
79089	00795625-n	𧲁	2	
79090	00796197-n	𧲂	2	
79091	00796715-s	𧲃	2	
79092	00797468-n	𧲄	2	
79093	00798103-s	𧲅	2	
79094	00798491-s	𧲆	2	
79095	00798879-a	𧲇	2	
79096	00799243-v	𧲈	2	
79097	00799401-s	𧲉	2	
79098	00800597-a	𧲋	2	
79099	00800657-n	𧲌	2	
79100	00801450-n	𧲍	2	
79101	00801522-v	𧲎	2	
79102	00801598-n	𧲏	2	
79103	00801966-n	𧲐	2	
79104	00802136-v	𧲑	2	
79105	00803091-n	𧲒	2	
79106	00803275-s	𧲓	2	
79107	00803432-s	𧲔	2	
79108	00804180-n	𧲕	2	
79109	00804220-a	𧲗	2	
79110	00804271-n	𧲘	2	
79111	00804379-n	𧲙	2	federalization
79112	00805115-a	𧲚	2	
79113	00805766-n	𧲛	2	
79114	00805910-v	𧲜	2	
79115	00806621-n	𧲝	2	
79116	00807399-s	𧲞	2	
79117	00807925-n	𧲟	2	
79118	00808011-a	𧲡	2	
79119	00808011-s	𧲢	2	
79120	00808343-v	𧲤	2	
79121	00808822-s	𧲥	2	
79122	00809164-a	𧲦	2	
79123	00809343-a	𧲧	2	high-octane
79124	00809886-n	𧲨	2	
79125	00810385-v	𧲩	2	
79126	00810636-a	𧲪	2	
79127	00811536-s	𧲬	2	
79128	00812521-a	𧲭	2	lop-eared
79129	00813336-n	𧲮	2	
79130	00813589-s	𧲯	2	
79131	00813915-a	𧲰	2	
79132	00814073-a	𧲲	2	
79133	00814621-v	𧲳	2	
79134	00814902-s	𧲴	2	
79135	00815000-s	𧲵	2	
79136	00816143-v	𧲶	2	
79137	00816160-a	𧲷	2	
79138	00816160-s	𧲸	2	
79139	00816841-n	𧲺	2	
79140	00817394-n	𧲻	2	
79141	00818008-s	𧲾	2	
79142	00818170-n	𧲿	2	
79143	00818175-s	𧳀	2	
79144	00818581-a	𧳁	2	
79145	00819709-a	𧳂	2	
79146	00819756-v	𧳃	2	
79147	00819852-a	𧳄	2	
79148	00820975-s	𧳆	2	
79149	00821367-a	𧳉	2	
79150	00821603-s	𧳊	2	
79151	00821723-a	𧳋	2	
79152	00822912-v	𧳌	2	
79153	00824054-n	𧳍	2	
79154	00824593-v	𧳎	2	
79155	00826201-v	𧳏	2	
79156	00826658-a	𧳐	2	
79157	00826959-a	𧳑	2	
79158	00827302-v	𧳒	2	
79159	00827458-v	𧳔	2	
79160	00827601-v	𧳕	2	
79161	00828095-a	𧳖	2	
79162	00828661-s	𧳙	2	
79163	00829014-v	𧳚	2	
79164	00829041-a	𧳛	2	killable
79165	00829947-v	𧳜	2	
79166	00830051-s	𧳝	2	
79167	00830630-a	𧳞	2	semiliterate
79168	00832609-a	𧳟	2	
79169	00833018-s	𧳠	2	
79170	00833119-n	𧳡	2	
79171	00833296-n	𧳢	2	
79172	00833578-n	𧳣	2	
79173	00834135-n	𧳦	2	
79174	00834460-n	𧳧	2	
79175	00834866-n	𧳨	2	
79176	00835292-s	𧳩	2	
79177	00835830-n	𧳪	2	
79178	00837415-s	𧳫	2	
79179	00837965-n	𧳬	2	
79180	00837977-s	𧳭	2	
79181	00838786-v	𧳮	2	
79182	00839225-s	𧳯	2	
79183	00840212-s	𧳲	2	
79184	00840517-n	𧳳	2	
79185	00840751-n	𧳴	2	
79186	00840898-n	𧳵	2	
79187	00841297-n	𧳶	2	
79188	00842197-n	𧳷	2	
79189	00843325-n	𧳸	2	
79190	00843575-n	𧳹	2	potation
79191	00843988-a	𧳺	2	
79192	00844263-a	𧳻	2	
79193	00844553-v	𧳼	2	recriminate
79194	00844719-s	𧳿	2	
79195	00844994-n	𧴁	2	
79196	00845025-a	𧴂	2	springlike
79197	00845528-a	𧴃	2	
79198	00845765-v	𧴄	2	
79199	00846462-a	𧴅	2	
79200	00846625-s	𧴆	2	
79201	00846817-n	𧴇	2	
79202	00846944-a	𧴉	2	
79203	00847715-s	𧴊	2	
79204	00848375-a	𧴌	2	
79205	00848375-s	𧴍	2	
79206	00848466-s	𧴎	2	
79207	00848679-a	𧴏	2	de rigueur
79208	00848894-v	𧴓	2	
79209	00848983-s	𧴔	2	
79210	00850053-s	𧴕	2	
79211	00850434-a	𧴖	2	
79212	00850648-a	𧴗	2	
79213	00850648-s	𧴘	2	
79214	00851689-n	𧴙	2	
79215	00852197-s	𧴚	2	
79216	00852425-a	𧴝	2	
79217	00852576-a	𧴞	2	
79218	00852754-a	𧴟	2	
79219	00852754-s	𧴠	2	
79220	00852988-a	𧴡	2	
79221	00853445-v	𧴢	2	stultify
79222	00853473-s	𧴣	2	
79223	00853631-a	𧴤	2	
79224	00854255-s	𧴥	2	
79225	00855158-a	𧴦	2	
79226	00856011-s	𧴪	2	
79227	00856651-s	𧴫	2	
79228	00857206-a	𧴬	2	
79229	00857407-v	𧴭	2	
79230	00857784-v	𧴲	2	
79231	00858558-s	𧴳	2	
79232	00859350-a	𧴴	2	
79233	00859632-a	𧴵	2	existential
79234	00859632-s	𧴶	2	
79235	00860011-n	𧴷	2	
79236	00860127-s	𧴸	2	
79237	00860136-v	𧴹	2	
79238	00860932-s	𧴺	2	
79239	00861216-s	𧵃	2	
79240	00863222-n	𧵄	2	
79241	00863579-v	𧵅	2	
79242	00864346-a	𧵇	2	
79243	00864461-a	𧵈	2	
79244	00864461-s	𧵉	2	
79245	00864535-n	𧵊	2	
79246	00864884-s	𧵋	2	
79247	00865007-s	𧵌	2	
79248	00865201-a	𧵍	2	
79249	00865664-v	𧵎	2	
79250	00866047-a	𧵏	2	
79251	00866987-s	𧵐	2	
79252	00868471-v	𧵑	2	
79253	00868815-a	𧵛	2	
79254	00869253-a	𧵜	2	
79255	00869260-n	𧵝	2	
79256	00869690-a	𧵞	2	
79257	00870786-n	𧵠	2	maximization
79258	00872722-n	𧵡	2	
79259	00872747-v	𧵢	2	
79260	00872986-n	𧵣	2	
79261	00873251-a	𧵤	2	
79262	00874226-s	𧵥	2	
79263	00874634-a	𧵧	2	
79264	00874867-v	𧵨	2	
79265	00874977-n	𧵩	2	
79266	00876204-s	𧵪	2	
79267	00877816-a	𧵫	2	
79268	00877816-s	𧵬	2	
79269	00878086-s	𧵭	2	
79270	00878829-a	𧵮	2	
79271	00879531-n	𧵯	2	
79272	00880586-a	𧵰	2	
79273	00881432-a	𧵱	2	
79274	00881441-n	𧵲	2	
79275	00884007-a	𧵻	2	
79276	00884286-a	𧵼	2	
79277	00884814-v	𧵽	2	
79278	00885082-v	𧵾	2	
79279	00885088-n	𧵿	2	
79280	00885415-a	𧶂	2	
79281	00885858-n	𧶅	2	
79282	00886039-n	𧶆	2	
79283	00886253-s	𧶇	2	
79284	00886272-n	𧶈	2	
79285	00886457-v	𧶉	2	collateralize
79286	00886980-a	𧶊	2	overenthusiastic
79287	00888200-s	𧶋	2	
79288	00888284-n	𧶌	2	
79289	00888409-n	𧶍	2	
79290	00889883-n	𧶎	2	
79291	00890351-s	𧶔	2	
79292	00890441-n	𧶕	2	
79293	00890808-n	𧶖	2	
79294	00890874-a	𧶗	2	
79295	00890874-s	𧶙	2	
79296	00890985-a	𧶚	2	
79297	00891541-v	𧶛	2	
79298	00891734-v	𧶜	2	
79299	00891970-a	𧶝	2	
79300	00891970-s	𧶞	2	
79301	00892243-s	𧶟	2	
79302	00893741-v	𧶠	2	
79303	00894272-a	𧶡	2	
79304	00894979-n	𧶢	2	bow drill
79305	00895680-n	𧶣	2	
79306	00896228-n	𧶤	2	
79307	00896378-a	𧶧	2	
79308	00896688-n	𧶩	2	
79309	00898289-a	𧶪	2	
79310	00898425-n	𧶱	2	
79311	00899501-n	𧶲	2	
79312	00899847-v	𧶳	2	
79313	00899927-n	𧶴	2	
79314	00900070-n	𧶵	2	
79315	00900071-s	𧶶	2	
79316	00900207-n	𧶷	2	
79317	00900581-n	𧶸	2	
79318	00901060-s	𧶹	2	
79319	00901464-v	𧶺	2	
79320	00901547-a	𧶻	2	
79321	00901969-s	𧷄	2	
79322	00902946-a	𧷅	2	
79323	00903264-a	𧷇	2	
79324	00904290-s	𧷉	2	
79325	00904428-n	𧷊	2	
79326	00904745-s	𧷋	2	
79327	00905842-n	𧷌	2	
79328	00906099-s	𧷍	2	
79329	00907235-n	𧷎	2	
79330	00907400-s	𧷏	2	
79331	00907642-n	𧷐	2	
79332	00907830-a	𧷑	2	
79333	00907972-a	𧷒	2	
79334	00909134-v	𧷓	2	
79335	00909565-n	𧷔	2	
79336	00910101-s	𧷕	2	
79337	00910856-n	𧷖	2	
79338	00910891-v	𧷗	2	
79339	00912094-s	𧷛	2	
79340	00912288-a	𧷞	2	
79341	00912576-n	𧷟	2	
79342	00913274-n	𧷠	2	
79343	00914983-a	𧷡	2	
79344	00915141-s	𧷢	2	
79345	00915321-s	𧷣	2	
79346	00915420-a	𧷤	2	
79347	00915420-s	𧷥	2	
79348	00916199-s	𧷦	2	
79349	00916383-a	𧷧	2	
79350	00916520-v	𧷨	2	
79351	00916783-v	𧷩	2	
79352	00916965-a	𧷱	2	
79353	00917956-a	𧷲	2	
79354	00918200-a	𧷳	2	
79355	00919608-v	𧷵	2	
79356	00919877-n	𧷶	2	
79357	00919919-a	𧷻	2	
79358	00920956-n	𧷽	2	
79359	00921538-a	𧷾	2	
79360	00921627-n	𧷿	2	
79361	00922051-s	𧸀	2	
79362	00922142-v	𧸁	2	
79363	00922840-s	𧸂	2	
79364	00923303-n	𧸃	2	
79365	00923321-a	𧸄	2	
79366	00923495-a	𧸅	2	
79367	00923671-a	𧸆	2	
79368	00924635-a	𧸇	2	
